instance_id,name,value
PI-000799,supplierCode,SUP-005
PI-000800,poNo,PO-000184
PI-000800,grNo,GR-000231
PI-000800,materialCode,MAT-00059
PI-000801,poNo,PO-000184
PI-000801,invoiceNo,INV-000211
PI-000801,amount,16705.05
PI-000802,prNo,PR-000175
PI-000802,poNo,PO-000185
PI-000802,amount,16305.52
PI-000802,supplierCode,SUP-006
PI-000803,poNo,PO-000185
PI-000803,grNo,GR-000232
PI-000803,materialCode,MAT-00030
PI-000804,poNo,PO-000185
PI-000804,invoiceNo,INV-000212
PI-000804,amount,16009.55
PI-000805,prNo,PR-000176
PI-000805,materialCode,MAT-00012
PI-000805,amount,10158.29
PI-000806,prNo,PR-000177
PI-000806,materialCode,MAT-00008
PI-000806,amount,4923.41
PI-000807,prNo,PR-000177
PI-000807,poNo,PO-000186
PI-000807,amount,88322.22
PI-000807,supplierCode,SUP-011
PI-000808,poNo,PO-000186
PI-000808,grNo,GR-000233
PI-000808,materialCode,MAT-00025
PI-000809,poNo,PO-000186
PI-000809,invoiceNo,INV-000213
PI-000809,amount,89554.17
PI-000810,prNo,PR-000178
PI-000810,materialCode,MAT-00060
PI-000810,amount,96844.37
PI-000811,prNo,PR-000178
PI-000811,poNo,PO-000187
PI-000811,amount,132121.52
PI-000811,supplierCode,SUP-010
PI-000812,poNo,PO-000187
PI-000812,grNo,GR-000234
PI-000812,materialCode,MAT-00051
PI-000813,poNo,PO-000187
PI-000813,invoiceNo,INV-000214
PI-000813,amount,131825.92
PI-000814,prNo,PR-000179
PI-000814,materialCode,MAT-00024
PI-000814,amount,16324.49
PI-000815,prNo,PR-000179
PI-000815,poNo,PO-000188
PI-000815,amount,87112.71
PI-000815,supplierCode,SUP-008
PI-000816,poNo,PO-000188
PI-000816,grNo,GR-000235
PI-000816,materialCode,MAT-00034
PI-000817,poNo,PO-000188
PI-000817,invoiceNo,INV-000215
PI-000817,amount,87822.49
PI-000818,prNo,PR-000180
PI-000818,materialCode,MAT-00054
PI-000818,amount,35508.9
PI-000819,prNo,PR-000180
PI-000819,poNo,PO-000189
PI-000819,amount,173544.67
PI-000819,supplierCode,SUP-011
PI-000820,poNo,PO-000189
PI-000820,grNo,GR-000236
PI-000820,materialCode,MAT-00031
PI-000821,poNo,PO-000189
PI-000821,grNo,GR-000237
PI-000821,materialCode,MAT-00017
PI-000822,poNo,PO-000189
PI-000822,invoiceNo,INV-000216
PI-000822,amount,175189.61
PI-000823,prNo,PR-000181
PI-000823,materialCode,MAT-00010
PI-000823,amount,47852.99
PI-000824,prNo,PR-000181
PI-000824,poNo,PO-000190
PI-000824,amount,98619.99
PI-000824,supplierCode,SUP-004
PI-000825,poNo,PO-000190
PI-000825,grNo,GR-000238
PI-000825,materialCode,MAT-00010
PI-000826,poNo,PO-000190
PI-000826,invoiceNo,INV-000217
PI-000826,amount,99357.97
PI-000827,prNo,PR-000182
PI-000827,materialCode,MAT-00058
PI-000827,amount,36072.08
PI-000828,prNo,PR-000182
PI-000828,poNo,PO-000191
PI-000828,amount,236269.77
PI-000828,supplierCode,SUP-011
PI-000829,poNo,PO-000191
PI-000829,grNo,GR-000239
PI-000829,materialCode,MAT-00020
PI-000830,poNo,PO-000191
PI-000830,invoiceNo,INV-000218
PI-000830,amount,238386.77
PI-000831,prNo,PR-000183
PI-000831,materialCode,MAT-00029
PI-000831,amount,7040.15
PI-000832,prNo,PR-000183
PI-000832,poNo,PO-000192
PI-000832,amount,36763.23
PI-000832,supplierCode,SUP-004
PI-000833,poNo,PO-000192
PI-000833,grNo,GR-000240
PI-000833,materialCode,MAT-00029
PI-000834,poNo,PO-000192
PI-000834,invoiceNo,INV-000219
PI-000834,amount,36068.4
PI-000835,prNo,PR-000183
PI-000835,poNo,PO-000193
PI-000835,amount,63312.66
PI-000835,supplierCode,SUP-002
PI-000836,poNo,PO-000193
PI-000836,grNo,GR-000241
PI-000836,materialCode,MAT-00029
PI-000837,poNo,PO-000193
PI-000837,grNo,GR-000242
PI-000837,materialCode,MAT-00029
PI-000838,poNo,PO-000193
PI-000838,invoiceNo,INV-000220
PI-000838,amount,38555.7
PI-000839,poNo,PO-000193
PI-000839,invoiceNo,INV-000221
PI-000839,amount,25439.98
PI-000840,prNo,PR-000184
PI-000840,materialCode,MAT-00019
PI-000840,amount,44488.6
PI-000841,prNo,PR-000184
PI-000841,poNo,PO-000194
PI-000841,amount,78415.58
PI-000841,supplierCode,SUP-008
PI-000842,poNo,PO-000194
PI-000842,grNo,GR-000243
PI-000842,materialCode,MAT-00019
PI-000843,poNo,PO-000194
PI-000843,grNo,GR-000244
PI-000843,materialCode,MAT-00019
PI-000844,poNo,PO-000194
PI-000844,invoiceNo,INV-000222
PI-000844,amount,79724.84
PI-000845,prNo,PR-000185
PI-000845,materialCode,MAT-00047
PI-000845,amount,109634.91
PI-000846,prNo,PR-000185
PI-000846,poNo,PO-000195
PI-000846,amount,7096.53
PI-000846,supplierCode,SUP-004
PI-000847,poNo,PO-000195
PI-000847,grNo,GR-000245
PI-000847,materialCode,MAT-00047
PI-000848,poNo,PO-000195
PI-000848,grNo,GR-000246
PI-000848,materialCode,MAT-00047
PI-000849,poNo,PO-000195
PI-000849,invoiceNo,INV-000223
PI-000849,amount,7083.53
PI-000850,prNo,PR-000186
PI-000850,materialCode,MAT-00060
PI-000850,amount,43254.65
PI-000851,prNo,PR-000186
PI-000851,poNo,PO-000196
PI-000851,amount,94391.77
PI-000851,supplierCode,SUP-003
PI-000852,poNo,PO-000196
PI-000852,grNo,GR-000247
PI-000852,materialCode,MAT-00060
PI-000853,poNo,PO-000196
PI-000853,grNo,GR-000248
PI-000853,materialCode,MAT-00060
PI-000854,poNo,PO-000196
PI-000854,invoiceNo,INV-000224
PI-000854,amount,94879.7
PI-000855,prNo,PR-000187
PI-000855,materialCode,MAT-00010
PI-000855,amount,6264.86
PI-000856,prNo,PR-000187
PI-000856,poNo,PO-000197
PI-000856,amount,18813.96
PI-000856,supplierCode,SUP-004
PI-000857,poNo,PO-000197
PI-000857,grNo,GR-000249
PI-000857,materialCode,MAT-00010
PI-000858,poNo,PO-000197
PI-000858,grNo,GR-000250
PI-000858,materialCode,MAT-00010
PI-000859,poNo,PO-000197
PI-000859,invoiceNo,INV-000225
PI-000859,amount,18468.07
PI-000860,prNo,PR-000187
PI-000860,poNo,PO-000198
PI-000860,amount,17952.24
PI-000860,supplierCode,SUP-011
PI-000861,poNo,PO-000198
PI-000861,grNo,GR-000251
PI-000861,materialCode,MAT-00010
PI-000862,poNo,PO-000198
PI-000862,invoiceNo,INV-000226
PI-000862,amount,18200.44
PI-000863,prNo,PR-000188
PI-000863,materialCode,MAT-00018
PI-000863,amount,19806.98
PI-000864,prNo,PR-000188
PI-000864,poNo,PO-000199
PI-000864,amount,237310.81
PI-000864,supplierCode,SUP-006
PI-000865,poNo,PO-000199
PI-000865,grNo,GR-000252
PI-000865,materialCode,MAT-00018
PI-000866,poNo,PO-000199
PI-000866,grNo,GR-000253
PI-000866,materialCode,MAT-00018
PI-000867,poNo,PO-000199
PI-000867,invoiceNo,INV-000227
PI-000867,amount,239835.52
PI-000868,prNo,PR-000189
PI-000868,materialCode,MAT-00028
PI-000868,amount,4864.77
PI-000869,prNo,PR-000189
PI-000869,poNo,PO-000200
PI-000869,amount,95205.92
PI-000869,supplierCode,SUP-004
PI-000870,poNo,PO-000200
PI-000870,grNo,GR-000254
PI-000870,materialCode,MAT-00028
PI-000871,poNo,PO-000200
PI-000871,invoiceNo,INV-000228
PI-000871,amount,93630.87
PI-000872,prNo,PR-000190
PI-000872,materialCode,MAT-00029
PI-000872,amount,746.15
PI-000873,prNo,PR-000190
PI-000873,poNo,PO-000201
PI-000873,amount,136864.74
PI-000873,supplierCode,SUP-008
PI-000874,poNo,PO-000201
PI-000874,grNo,GR-000255
PI-000874,materialCode,MAT-00015
PI-000875,poNo,PO-000201
PI-000875,invoiceNo,INV-000229
PI-000875,amount,137407.52
PI-000876,prNo,PR-000191
PI-000876,materialCode,MAT-00043
PI-000876,amount,7727.42
PI-000877,prNo,PR-000191
PI-000877,poNo,PO-000202
PI-000877,amount,27141.07
PI-000877,supplierCode,SUP-001
PI-000878,poNo,PO-000202
PI-000878,grNo,GR-000256
PI-000878,materialCode,MAT-00027
PI-000879,poNo,PO-000202
PI-000879,invoiceNo,INV-000230
PI-000879,amount,27082.46
PI-000880,prNo,PR-000192
PI-000880,materialCode,MAT-00027
PI-000880,amount,91815.44
PI-000881,prNo,PR-000192
PI-000881,poNo,PO-000203
PI-000881,amount,77105.68
PI-000881,supplierCode,SUP-009
PI-000882,poNo,PO-000203
PI-000882,grNo,GR-000257
PI-000882,materialCode,MAT-00027
PI-000883,poNo,PO-000203
PI-000883,invoiceNo,INV-000231
PI-000883,amount,76262.13
PI-000884,prNo,PR-000193
PI-000884,materialCode,MAT-00003
PI-000884,amount,115036.38
PI-000885,prNo,PR-000193
PI-000885,poNo,PO-000204
PI-000885,amount,104665.68
PI-000885,supplierCode,SUP-007
PI-000886,poNo,PO-000204
PI-000886,grNo,GR-000258
PI-000886,materialCode,MAT-00012
PI-000887,poNo,PO-000204
PI-000887,invoiceNo,INV-000232
PI-000887,amount,103400.18
PI-000888,prNo,PR-000194
PI-000888,materialCode,MAT-00036
PI-000888,amount,29401.78
PI-000889,prNo,PR-000194
PI-000889,poNo,PO-000205
PI-000889,amount,134850.05
PI-000889,supplierCode,SUP-005
PI-000890,poNo,PO-000205
PI-000890,grNo,GR-000259
PI-000890,materialCode,MAT-00020
PI-000891,poNo,PO-000205
PI-000891,invoiceNo,INV-000233
PI-000891,amount,136290.99
PI-000892,prNo,PR-000195
PI-000892,materialCode,MAT-00033
PI-000892,amount,2987.23
PI-000893,prNo,PR-000195
PI-000893,poNo,PO-000206
PI-000893,amount,80496.53
PI-000893,supplierCode,SUP-004
PI-000894,poNo,PO-000206
PI-000894,grNo,GR-000260
PI-000894,materialCode,MAT-00033
PI-000895,poNo,PO-000206
PI-000895,invoiceNo,INV-000234
PI-000895,amount,80570.31
PI-000896,prNo,PR-000196
PI-000896,materialCode,MAT-00051
PI-000896,amount,5402.65
PI-000897,prNo,PR-000196
PI-000897,poNo,PO-000207
PI-000897,amount,113295.91
PI-000897,supplierCode,SUP-001
PI-000898,poNo,PO-000207
PI-000898,grNo,GR-000261
PI-000898,materialCode,MAT-00037
PI-000899,poNo,PO-000207
PI-000899,invoiceNo,INV-000235
PI-000899,amount,111070.17
PI-000900,prNo,PR-000196
PI-000900,poNo,PO-000208
PI-000900,amount,13129.12
PI-000900,supplierCode,SUP-005
PI-000901,poNo,PO-000208
PI-000901,grNo,GR-000262
PI-000901,materialCode,MAT-00051
PI-000902,poNo,PO-000208
PI-000902,invoiceNo,INV-000236
PI-000902,amount,13030.94
PI-000903,prNo,PR-000197
PI-000903,materialCode,MAT-00021
PI-000903,amount,53705.3
PI-000904,prNo,PR-000197
PI-000904,poNo,PO-000209
PI-000904,amount,69027.21
PI-000904,supplierCode,SUP-012
PI-000905,poNo,PO-000209
PI-000905,grNo,GR-000263
PI-000905,materialCode,MAT-00021
PI-000906,poNo,PO-000209
PI-000906,invoiceNo,INV-000237
PI-000906,amount,42193.15
PI-000907,poNo,PO-000209
PI-000907,invoiceNo,INV-000238
PI-000907,amount,27902.14
PI-000908,prNo,PR-000197
PI-000908,poNo,PO-000210
PI-000908,amount,343480.14
PI-000908,supplierCode,SUP-006
PI-000909,poNo,PO-000210
PI-000909,grNo,GR-000264
PI-000909,materialCode,MAT-00040
PI-000910,poNo,PO-000210
PI-000910,invoiceNo,INV-000239
PI-000910,amount,337341.55
PI-000911,prNo,PR-000198
PI-000911,materialCode,MAT-00019
PI-000911,amount,64451.56
PI-000912,prNo,PR-000198
PI-000912,poNo,PO-000211
PI-000912,amount,170700.37
PI-000912,supplierCode,SUP-010
PI-000913,poNo,PO-000211
PI-000913,grNo,GR-000265
PI-000913,materialCode,MAT-00006
PI-000914,poNo,PO-000211
PI-000914,invoiceNo,INV-000240
PI-000914,amount,172358.93
PI-000915,prNo,PR-000199
PI-000915,materialCode,MAT-00028
PI-000915,amount,9506.64
PI-000916,prNo,PR-000199
PI-000916,poNo,PO-000212
PI-000916,amount,80123.61
PI-000916,supplierCode,SUP-004
PI-000917,poNo,PO-000212
PI-000917,grNo,GR-000266
PI-000917,materialCode,MAT-00032
PI-000918,poNo,PO-000212
PI-000918,grNo,GR-000267
PI-000918,materialCode,MAT-00037
PI-000919,poNo,PO-000212
PI-000919,invoiceNo,INV-000241
PI-000919,amount,79900.27
PI-000920,prNo,PR-000200
PI-000920,materialCode,MAT-00051
PI-000920,amount,3859.41
PI-000921,prNo,PR-000200
PI-000921,poNo,PO-000213
PI-000921,amount,1646.72
PI-000921,supplierCode,SUP-008
PI-000922,poNo,PO-000213
PI-000922,grNo,GR-000268
PI-000922,materialCode,MAT-00051
PI-000923,poNo,PO-000213
PI-000923,grNo,GR-000269
PI-000923,materialCode,MAT-00051
PI-000924,poNo,PO-000213
PI-000924,invoiceNo,INV-000242
PI-000924,amount,1646.41
