instance_id,process_key,act_inst_id,node_id,node_name,task_type,seq,task_id,assignee,assignee_role,start_time,end_time,outcome,duration_ms
PI-000745,purchase_order,PI-000745|A03,n_revise_po,Revise Purchase Order,serviceTask,3,TK-0003187,EMP-0058,采购专员,2024-01-31 20:45:04.918816,2024-01-31 21:08:15.918816,approve,1391000
PI-000745,purchase_order,PI-000745|A04,n_create_po,Create Purchase Order,serviceTask,4,TK-0003188,EMP-0060,采购专员,2024-02-01 00:00:20.784454,2024-02-01 00:16:11.784454,approve,951000
PI-000745,purchase_order,PI-000745|A05,n_dir_appr,Approve Purchase Order by Director,userTask,5,TK-0003189,EMP-0049,采购总监,2024-02-01 02:06:06.126187,2024-02-01 03:13:02.126187,approve,4016000
PI-000745,purchase_order,PI-000745|A06,n_send_po,Send Order to Supplier,serviceTask,6,TK-0003190,EMP-0060,采购专员,2024-02-01 04:31:00.237918,2024-02-01 04:36:29.237918,approve,329000
PI-000746,goods_receipt,PI-000746|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0003191,EMP-0068,仓储专员,2024-02-01 14:06:56.077427,2024-02-01 14:32:05.077427,approve,1509000
PI-000746,goods_receipt,PI-000746|A02,n_inspect,Quality Inspection,userTask,2,TK-0003192,EMP-0071,质检员,2024-02-01 16:43:23.418956,2024-02-01 18:10:46.418956,approve,5243000
PI-000746,goods_receipt,PI-000746|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0003193,EMP-0065,仓储专员,2024-02-01 21:09:16.157832,2024-02-01 21:46:50.157832,approve,2254000
PI-000747,goods_receipt,PI-000747|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0003194,EMP-0066,仓储专员,2024-02-02 04:13:12.484362,2024-02-02 04:24:49.484362,approve,697000
PI-000747,goods_receipt,PI-000747|A02,n_inspect,Quality Inspection,userTask,2,TK-0003195,EMP-0074,质检员,2024-02-02 05:55:38.576670,2024-02-02 10:06:45.576670,approve,15067000
PI-000747,goods_receipt,PI-000747|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0003196,EMP-0067,仓储专员,2024-02-02 10:36:14.790464,2024-02-02 10:51:47.790464,approve,933000
PI-000748,invoice_verification,PI-000748|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0003197,EMP-0080,财务专员,2024-02-03 22:41:00.921207,2024-02-03 22:57:29.921207,approve,989000
PI-000748,invoice_verification,PI-000748|A02,n_match,Three-Way Match,serviceTask,2,TK-0003198,EMP-0080,财务专员,2024-02-04 00:34:01.664018,2024-02-04 00:38:32.664018,approve,271000
PI-000748,invoice_verification,PI-000748|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0003200,EMP-0083,应付会计,2024-02-04 01:24:02.954778,2024-02-04 02:50:30.954778,approve,5188000
PI-000748,invoice_verification,PI-000748|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0003199,EMP-0086,应付会计,2024-02-04 02:02:40.544256,2024-02-04 03:18:57.544256,approve,4577000
PI-000748,invoice_verification,PI-000748|A04,n_pay,Post Payment,serviceTask,4,TK-0003201,EMP-0088,出纳,2024-02-04 03:55:33.599605,2024-02-04 04:01:33.599605,approve,360000
PI-000748,invoice_verification,PI-000748|A05,n_clear,Clear Invoice,serviceTask,5,TK-0003202,EMP-0086,应付会计,2024-02-04 06:14:22.628996,2024-02-04 06:28:17.628996,approve,835000
PI-000749,purchase_requisition,PI-000749|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0003203,EMP-0013,采购申请人,2024-01-30 12:20:04.536356,2024-01-30 12:35:44.536356,approve,940000
PI-000749,purchase_requisition,PI-000749|A02,n_convert,Convert to Purchase Order,serviceTask,2,TK-0003204,EMP-0056,采购专员,2024-01-30 15:17:32.294224,2024-01-30 15:39:39.294224,approve,1327000
PI-000750,purchase_order,PI-000750|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0003205,EMP-0053,采购专员,2024-01-31 09:47:24.193740,2024-01-31 09:58:19.193740,approve,655000
PI-000750,purchase_order,PI-000750|A02,n_send_po,Send Order to Supplier,serviceTask,2,TK-0003206,EMP-0058,采购专员,2024-01-31 10:52:00.839872,2024-01-31 11:01:57.839872,approve,597000
PI-000751,goods_receipt,PI-000751|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0003207,EMP-0065,仓储专员,2024-02-01 04:16:45.551858,2024-02-01 04:25:16.551858,approve,511000
PI-000751,goods_receipt,PI-000751|A02,n_inspect,Quality Inspection,userTask,2,TK-0003208,EMP-0071,质检员,2024-02-01 06:04:38.612137,2024-02-01 07:40:11.612137,approve,5733000
PI-000751,goods_receipt,PI-000751|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0003209,EMP-0063,仓储专员,2024-02-01 10:20:36.233147,2024-02-01 10:41:45.233147,approve,1269000
PI-000752,goods_receipt,PI-000752|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0003210,EMP-0063,仓储专员,2024-02-03 17:05:53.165639,2024-02-03 17:17:06.165639,approve,673000
PI-000752,goods_receipt,PI-000752|A02,n_inspect,Quality Inspection,userTask,2,TK-0003211,EMP-0074,质检员,2024-02-03 18:07:21.537227,2024-02-03 20:14:25.537227,approve,7624000
PI-000752,goods_receipt,PI-000752|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0003212,EMP-0069,仓储专员,2024-02-03 21:38:04.325150,2024-02-03 22:03:36.325150,approve,1532000
PI-000753,invoice_verification,PI-000753|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0003213,EMP-0079,财务专员,2024-02-08 05:00:23.987251,2024-02-08 05:21:49.987251,approve,1286000
PI-000753,invoice_verification,PI-000753|A02,n_match,Three-Way Match,serviceTask,2,TK-0003214,EMP-0077,财务专员,2024-02-08 05:51:51.010657,2024-02-08 05:56:07.010657,approve,256000
PI-000753,invoice_verification,PI-000753|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0003216,EMP-0083,应付会计,2024-02-08 06:52:39.901282,2024-02-08 09:07:15.901282,approve,8076000
PI-000753,invoice_verification,PI-000753|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0003215,EMP-0085,应付会计,2024-02-08 07:04:41.965074,2024-02-08 07:57:02.965074,approve,3141000
PI-000753,invoice_verification,PI-000753|A04,n_pay,Post Payment,serviceTask,4,TK-0003217,EMP-0090,出纳,2024-02-08 12:20:27.021717,2024-02-08 12:22:49.021717,approve,142000
PI-000753,invoice_verification,PI-000753|A05,n_clear,Clear Invoice,serviceTask,5,TK-0003218,EMP-0086,应付会计,2024-02-08 13:14:50.660991,2024-02-08 13:16:37.660991,approve,107000
PI-000754,purchase_requisition,PI-000754|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0003219,EMP-0023,采购申请人,2024-01-30 12:25:00.423710,2024-01-30 12:58:38.423710,approve,2018000
PI-000754,purchase_requisition,PI-000754|A02,n_convert,Convert to Purchase Order,serviceTask,2,TK-0003220,EMP-0060,采购专员,2024-01-30 13:20:19.954995,2024-01-30 13:43:00.954995,approve,1361000
PI-000755,purchase_order,PI-000755|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0003221,EMP-0053,采购专员,2024-01-31 15:33:48.310351,2024-01-31 15:39:57.310351,approve,369000
PI-000755,purchase_order,PI-000755|A02,n_send_po,Send Order to Supplier,serviceTask,2,TK-0003222,EMP-0055,采购专员,2024-01-31 18:53:32.218115,2024-01-31 19:00:58.218115,approve,446000
PI-000756,goods_receipt,PI-000756|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0003223,EMP-0062,仓储专员,2024-02-02 12:56:08.648742,2024-02-02 13:16:32.648742,approve,1224000
PI-000756,goods_receipt,PI-000756|A02,n_inspect,Quality Inspection,userTask,2,TK-0003224,EMP-0072,质检员,2024-02-02 14:48:51.807207,2024-02-02 16:16:41.807207,approve,5270000
PI-000756,goods_receipt,PI-000756|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0003225,EMP-0065,仓储专员,2024-02-02 19:01:30.970204,2024-02-02 20:32:23.970204,approve,5453000
PI-000757,invoice_verification,PI-000757|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0003226,EMP-0077,财务专员,2024-02-07 21:05:57.481287,2024-02-07 21:23:47.481287,approve,1070000
PI-000757,invoice_verification,PI-000757|A02,n_match,Three-Way Match,serviceTask,2,TK-0003227,EMP-0077,财务专员,2024-02-07 22:44:37.146069,2024-02-07 23:01:05.146069,approve,988000
PI-000757,invoice_verification,PI-000757|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0003229,EMP-0084,应付会计,2024-02-07 23:43:27.969059,2024-02-08 00:20:43.969059,approve,2236000
PI-000757,invoice_verification,PI-000757|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0003228,EMP-0083,应付会计,2024-02-08 00:27:21.158136,2024-02-08 01:11:48.158136,approve,2667000
PI-000757,invoice_verification,PI-000757|A04,n_pay,Post Payment,serviceTask,4,TK-0003230,EMP-0089,出纳,2024-02-08 01:39:45.275336,2024-02-08 01:42:19.275336,approve,154000
PI-000757,invoice_verification,PI-000757|A05,n_clear,Clear Invoice,serviceTask,5,TK-0003231,EMP-0084,应付会计,2024-02-08 02:09:22.081245,2024-02-08 02:12:41.081245,approve,199000
PI-000758,purchase_requisition,PI-000758|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0003232,EMP-0031,采购申请人,2024-01-30 16:06:31.665113,2024-01-30 16:44:30.665113,approve,2279000
PI-000758,purchase_requisition,PI-000758|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0003234,EMP-0046,部门经理,2024-01-30 17:27:15.776466,2024-01-30 18:19:59.776466,approve,3164000
PI-000758,purchase_requisition,PI-000758|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0003235,EMP-0048,部门经理,2024-01-30 17:38:14.948007,2024-01-30 20:02:46.948007,approve,8672000
PI-000758,purchase_requisition,PI-000758|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0003233,EMP-0043,部门经理,2024-01-30 18:34:41.863615,2024-01-30 21:17:37.863615,approve,9776000
PI-000758,purchase_requisition,PI-000758|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0003236,EMP-0055,采购专员,2024-01-30 22:13:20.539745,2024-01-30 22:25:18.539745,approve,718000
PI-000759,purchase_order,PI-000759|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0003237,EMP-0056,采购专员,2024-01-30 23:47:16.214738,2024-01-30 23:56:35.214738,approve,559000
PI-000759,purchase_order,PI-000759|A02,n_dir_appr,Approve Purchase Order by Director,userTask,2,TK-0003238,EMP-0051,采购总监,2024-01-31 03:28:16.997286,2024-01-31 06:01:02.997286,approve,9166000
PI-000759,purchase_order,PI-000759|A03,n_send_po,Send Order to Supplier,serviceTask,3,TK-0003239,EMP-0055,采购专员,2024-01-31 06:49:29.064995,2024-01-31 06:52:37.064995,approve,188000
PI-000760,goods_receipt,PI-000760|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0003240,EMP-0066,仓储专员,2024-01-31 21:20:32.178392,2024-01-31 21:36:50.178392,approve,978000
PI-000760,goods_receipt,PI-000760|A02,n_inspect,Quality Inspection,userTask,2,TK-0003241,EMP-0074,质检员,2024-01-31 22:54:08.048164,2024-01-31 23:25:37.048164,approve,1889000
PI-000760,goods_receipt,PI-000760|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0003242,EMP-0068,仓储专员,2024-02-01 02:05:05.965291,2024-02-01 03:25:37.965291,approve,4832000
PI-000761,goods_receipt,PI-000761|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0003243,EMP-0065,仓储专员,2024-02-02 21:04:55.353642,2024-02-02 21:08:15.353642,approve,200000
PI-000761,goods_receipt,PI-000761|A02,n_inspect,Quality Inspection,userTask,2,TK-0003244,EMP-0070,质检员,2024-02-02 23:54:05.072136,2024-02-03 00:54:56.072136,approve,3651000
PI-000761,goods_receipt,PI-000761|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0003245,EMP-0063,仓储专员,2024-02-03 03:36:46.373291,2024-02-03 04:15:21.373291,approve,2315000
PI-000762,invoice_verification,PI-000762|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0003246,EMP-0077,财务专员,2024-02-06 06:08:52.479365,2024-02-06 06:28:45.479365,approve,1193000
PI-000762,invoice_verification,PI-000762|A02,n_match,Three-Way Match,serviceTask,2,TK-0003247,EMP-0081,财务专员,2024-02-06 08:54:44.751491,2024-02-06 09:11:59.751491,approve,1035000
PI-000762,invoice_verification,PI-000762|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0003248,EMP-0087,应付会计,2024-02-06 09:27:40.521098,2024-02-06 10:43:44.521098,approve,4564000
PI-000762,invoice_verification,PI-000762|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0003249,EMP-0085,应付会计,2024-02-06 09:53:15.040867,2024-02-06 11:14:52.040867,approve,4897000
PI-000762,invoice_verification,PI-000762|A04,n_pay,Post Payment,serviceTask,4,TK-0003250,EMP-0090,出纳,2024-02-06 14:41:39.171536,2024-02-06 14:49:42.171536,approve,483000
PI-000762,invoice_verification,PI-000762|A05,n_clear,Clear Invoice,serviceTask,5,TK-0003251,EMP-0087,应付会计,2024-02-06 17:49:42.157277,2024-02-06 17:53:57.157277,approve,255000
PI-000763,purchase_order,PI-000763|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0003252,EMP-0058,采购专员,2024-02-01 01:01:52.013846,2024-02-01 01:11:49.013846,approve,597000
PI-000763,purchase_order,PI-000763|A02,n_send_po,Send Order to Supplier,serviceTask,2,TK-0003253,EMP-0055,采购专员,2024-02-01 04:07:46.177170,2024-02-01 04:24:20.177170,approve,994000
PI-000764,goods_receipt,PI-000764|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0003254,EMP-0064,仓储专员,2024-02-01 11:49:25.358254,2024-02-01 12:27:31.358254,approve,2286000
PI-000764,goods_receipt,PI-000764|A02,n_inspect,Quality Inspection,userTask,2,TK-0003255,EMP-0072,质检员,2024-02-01 14:55:35.136590,2024-02-01 15:22:09.136590,approve,1594000
PI-000764,goods_receipt,PI-000764|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0003256,EMP-0068,仓储专员,2024-02-01 16:33:44.783724,2024-02-01 16:46:15.783724,approve,751000
PI-000765,invoice_verification,PI-000765|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0003257,EMP-0078,财务专员,2024-02-03 02:52:16.978097,2024-02-03 04:51:07.978097,approve,7131000
PI-000765,invoice_verification,PI-000765|A02,n_match,Three-Way Match,serviceTask,2,TK-0003258,EMP-0082,财务专员,2024-02-03 05:46:00.936228,2024-02-03 05:51:28.936228,reject,328000
PI-000765,invoice_verification,PI-000765|A03,n_park,Park Invoice,userTask,3,TK-0003259,EMP-0081,财务专员,2024-02-03 07:57:49.398017,2024-02-03 08:15:07.398017,approve,1038000
PI-000765,invoice_verification,PI-000765|A04,n_handle_exc,Handle Invoice Exception,userTask,4,TK-0003260,EMP-0079,财务专员,2024-02-03 10:07:30.888575,2024-02-03 11:00:33.888575,approve,3183000
PI-000765,invoice_verification,PI-000765|A05,n_match,Three-Way Match,serviceTask,5,TK-0003261,EMP-0075,财务专员,2024-02-03 14:30:31.663013,2024-02-03 14:47:54.663013,approve,1043000
PI-000765,invoice_verification,PI-000765|A06,n_appr_inv,Approve Invoice,userTask,6,TK-0003262,EMP-0083,应付会计,2024-02-03 14:55:56.249440,2024-02-03 18:49:27.249440,approve,14011000
PI-000765,invoice_verification,PI-000765|A06,n_appr_inv,Approve Invoice,userTask,6,TK-0003263,EMP-0087,应付会计,2024-02-03 15:05:01.933682,2024-02-03 15:28:26.933682,approve,1405000
PI-000765,invoice_verification,PI-000765|A07,n_pay,Post Payment,serviceTask,7,TK-0003264,EMP-0090,出纳,2024-02-03 20:11:00.921888,2024-02-03 20:25:38.921888,approve,878000
PI-000765,invoice_verification,PI-000765|A08,n_clear,Clear Invoice,serviceTask,8,TK-0003265,EMP-0086,应付会计,2024-02-04 00:12:24.849226,2024-02-04 00:21:01.849226,approve,517000
PI-000766,purchase_requisition,PI-000766|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0003266,EMP-0012,采购申请人,2024-01-30 17:20:20.822051,2024-01-30 17:48:56.822051,approve,1716000
PI-000766,purchase_requisition,PI-000766|A02,n_convert,Convert to Purchase Order,serviceTask,2,TK-0003267,EMP-0056,采购专员,2024-01-30 19:10:08.114469,2024-01-30 19:50:10.114469,approve,2402000
PI-000767,purchase_order,PI-000767|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0003268,EMP-0054,采购专员,2024-01-31 17:08:43.712027,2024-01-31 17:21:38.712027,approve,775000
PI-000767,purchase_order,PI-000767|A02,n_dir_appr,Approve Purchase Order by Director,userTask,2,TK-0003269,EMP-0050,采购总监,2024-01-31 17:55:52.352083,2024-01-31 19:55:58.352083,approve,7206000
PI-000767,purchase_order,PI-000767|A03,n_send_po,Send Order to Supplier,serviceTask,3,TK-0003270,EMP-0059,采购专员,2024-01-31 21:41:30.791345,2024-01-31 21:44:09.791345,approve,159000
PI-000768,goods_receipt,PI-000768|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0003271,EMP-0065,仓储专员,2024-02-01 20:14:48.814112,2024-02-01 20:24:07.814112,approve,559000
PI-000768,goods_receipt,PI-000768|A02,n_inspect,Quality Inspection,userTask,2,TK-0003272,EMP-0072,质检员,2024-02-01 22:29:29.113980,2024-02-01 22:43:03.113980,approve,814000
PI-000768,goods_receipt,PI-000768|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0003273,EMP-0064,仓储专员,2024-02-02 00:31:16.890753,2024-02-02 01:09:13.890753,approve,2277000
PI-000769,invoice_verification,PI-000769|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0003274,EMP-0080,财务专员,2024-02-02 05:59:33.160653,2024-02-02 07:53:16.160653,approve,6823000
PI-000769,invoice_verification,PI-000769|A02,n_match,Three-Way Match,serviceTask,2,TK-0003275,EMP-0082,财务专员,2024-02-02 08:09:43.855083,2024-02-02 08:14:32.855083,approve,289000
PI-000769,invoice_verification,PI-000769|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0003277,EMP-0085,应付会计,2024-02-02 08:31:31.269196,2024-02-02 09:22:49.269196,approve,3078000
PI-000769,invoice_verification,PI-000769|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0003276,EMP-0084,应付会计,2024-02-02 08:54:30.762733,2024-02-02 09:19:08.762733,approve,1478000
PI-000769,invoice_verification,PI-000769|A04,n_pay,Post Payment,serviceTask,4,TK-0003278,EMP-0090,出纳,2024-02-02 10:25:18.201889,2024-02-02 10:32:41.201889,approve,443000
PI-000769,invoice_verification,PI-000769|A05,n_clear,Clear Invoice,serviceTask,5,TK-0003279,EMP-0083,应付会计,2024-02-02 12:23:04.956067,2024-02-02 12:27:09.956067,approve,245000
PI-000770,purchase_requisition,PI-000770|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0003280,EMP-0023,采购申请人,2024-01-30 20:28:37.421821,2024-01-30 20:42:37.421821,approve,840000
PI-000770,purchase_requisition,PI-000770|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0003283,EMP-0044,部门经理,2024-01-30 20:52:38.835715,2024-01-30 21:40:57.835715,approve,2899000
PI-000770,purchase_requisition,PI-000770|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0003282,EMP-0043,部门经理,2024-01-30 21:24:18.223235,2024-01-31 01:32:17.223235,approve,14879000
PI-000770,purchase_requisition,PI-000770|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0003281,EMP-0048,部门经理,2024-01-30 22:38:44.122342,2024-01-31 01:41:29.122342,approve,10965000
PI-000770,purchase_requisition,PI-000770|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0003284,EMP-0052,采购专员,2024-01-31 05:32:37.595634,2024-01-31 05:51:47.595634,approve,1150000
PI-000771,purchase_order,PI-000771|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0003285,EMP-0058,采购专员,2024-01-31 08:48:21.579741,2024-01-31 08:52:39.579741,approve,258000
PI-000771,purchase_order,PI-000771|A02,n_send_po,Send Order to Supplier,serviceTask,2,TK-0003286,EMP-0053,采购专员,2024-01-31 10:12:10.549517,2024-01-31 10:16:57.549517,approve,287000
PI-000772,goods_receipt,PI-000772|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0003287,EMP-0062,仓储专员,2024-01-31 18:44:26.349684,2024-01-31 18:53:53.349684,approve,567000
PI-000772,goods_receipt,PI-000772|A02,n_inspect,Quality Inspection,userTask,2,TK-0003288,EMP-0072,质检员,2024-01-31 21:48:38.505636,2024-01-31 22:18:54.505636,approve,1816000
PI-000772,goods_receipt,PI-000772|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0003289,EMP-0068,仓储专员,2024-01-31 23:49:47.449234,2024-02-01 00:13:34.449234,approve,1427000
PI-000773,goods_receipt,PI-000773|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0003290,EMP-0062,仓储专员,2024-02-01 07:55:01.133654,2024-02-01 07:59:14.133654,approve,253000
PI-000773,goods_receipt,PI-000773|A02,n_inspect,Quality Inspection,userTask,2,TK-0003291,EMP-0070,质检员,2024-02-01 08:20:43.101731,2024-02-01 11:48:17.101731,approve,12454000
PI-000773,goods_receipt,PI-000773|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0003292,EMP-0067,仓储专员,2024-02-01 15:07:02.154597,2024-02-01 15:15:28.154597,approve,506000
PI-000774,invoice_verification,PI-000774|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0003293,EMP-0076,财务专员,2024-02-03 17:58:36.607818,2024-02-03 18:23:53.607818,approve,1517000
PI-000774,invoice_verification,PI-000774|A02,n_match,Three-Way Match,serviceTask,2,TK-0003294,EMP-0081,财务专员,2024-02-03 20:09:05.639483,2024-02-03 20:14:51.639483,approve,346000
PI-000774,invoice_verification,PI-000774|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0003296,EMP-0086,应付会计,2024-02-03 20:50:42.394786,2024-02-03 21:26:08.394786,approve,2126000
PI-000774,invoice_verification,PI-000774|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0003295,EMP-0087,应付会计,2024-02-03 21:36:47.253563,2024-02-03 22:07:26.253563,approve,1839000
PI-000774,invoice_verification,PI-000774|A04,n_pay,Post Payment,serviceTask,4,TK-0003297,EMP-0089,出纳,2024-02-04 00:21:06.850902,2024-02-04 00:25:06.850902,approve,240000
PI-000774,invoice_verification,PI-000774|A05,n_clear,Clear Invoice,serviceTask,5,TK-0003298,EMP-0084,应付会计,2024-02-04 01:56:47.778399,2024-02-04 02:00:31.778399,approve,224000
PI-000775,purchase_requisition,PI-000775|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0003299,EMP-0040,采购申请人,2024-01-31 02:15:13.948019,2024-01-31 02:55:54.948019,approve,2441000
PI-000775,purchase_requisition,PI-000775|A02,n_convert,Convert to Purchase Order,serviceTask,2,TK-0003300,EMP-0057,采购专员,2024-01-31 04:06:18.124686,2024-01-31 04:16:00.124686,approve,582000
PI-000776,purchase_order,PI-000776|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0003301,EMP-0060,采购专员,2024-01-31 07:57:06.564216,2024-01-31 08:02:08.564216,approve,302000
PI-000776,purchase_order,PI-000776|A02,n_send_po,Send Order to Supplier,serviceTask,2,TK-0003302,EMP-0060,采购专员,2024-01-31 10:25:58.573193,2024-01-31 10:27:59.573193,approve,121000
PI-000777,goods_receipt,PI-000777|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0003303,EMP-0065,仓储专员,2024-02-01 11:00:10.988609,2024-02-01 11:08:53.988609,approve,523000
PI-000777,goods_receipt,PI-000777|A02,n_inspect,Quality Inspection,userTask,2,TK-0003304,EMP-0071,质检员,2024-02-01 14:49:14.155783,2024-02-01 15:12:23.155783,approve,1389000
PI-000777,goods_receipt,PI-000777|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0003305,EMP-0063,仓储专员,2024-02-01 17:23:38.670682,2024-02-01 18:44:24.670682,approve,4846000
PI-000778,invoice_verification,PI-000778|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0003306,EMP-0076,财务专员,2024-02-06 03:54:24.768652,2024-02-06 04:04:24.768652,approve,600000
PI-000778,invoice_verification,PI-000778|A02,n_match,Three-Way Match,serviceTask,2,TK-0003307,EMP-0081,财务专员,2024-02-06 07:10:56.257693,2024-02-06 07:19:18.257693,approve,502000
PI-000778,invoice_verification,PI-000778|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0003309,EMP-0083,应付会计,2024-02-06 07:57:24.967670,2024-02-06 09:43:34.967670,approve,6370000
PI-000778,invoice_verification,PI-000778|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0003308,EMP-0084,应付会计,2024-02-06 08:20:32.077234,2024-02-06 09:20:49.077234,approve,3617000
PI-000778,invoice_verification,PI-000778|A04,n_pay,Post Payment,serviceTask,4,TK-0003310,EMP-0090,出纳,2024-02-06 13:16:50.284836,2024-02-06 13:34:24.284836,approve,1054000
PI-000778,invoice_verification,PI-000778|A05,n_clear,Clear Invoice,serviceTask,5,TK-0003311,EMP-0087,应付会计,2024-02-06 17:29:31.091097,2024-02-06 17:31:35.091097,approve,124000
PI-000779,purchase_requisition,PI-000779|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0003312,EMP-0008,采购申请人,2024-01-31 08:11:54.602613,2024-01-31 08:41:01.602613,approve,1747000
PI-000779,purchase_requisition,PI-000779|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0003314,EMP-0042,部门经理,2024-01-31 09:05:22.027217,2024-01-31 09:27:58.027217,approve,1356000
PI-000779,purchase_requisition,PI-000779|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0003313,EMP-0041,部门经理,2024-01-31 10:36:29.172231,2024-01-31 11:06:09.172231,approve,1780000
PI-000779,purchase_requisition,PI-000779|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0003315,EMP-0054,采购专员,2024-01-31 11:35:18.600676,2024-01-31 11:47:35.600676,approve,737000
PI-000780,purchase_order,PI-000780|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0003316,EMP-0055,采购专员,2024-01-31 20:55:15.608475,2024-01-31 21:08:11.608475,approve,776000
PI-000780,purchase_order,PI-000780|A02,n_send_po,Send Order to Supplier,serviceTask,2,TK-0003317,EMP-0057,采购专员,2024-01-31 22:38:22.057738,2024-01-31 22:42:21.057738,approve,239000
PI-000781,goods_receipt,PI-000781|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0003318,EMP-0062,仓储专员,2024-02-01 09:21:39.292550,2024-02-01 09:47:59.292550,approve,1580000
PI-000781,goods_receipt,PI-000781|A02,n_inspect,Quality Inspection,userTask,2,TK-0003319,EMP-0072,质检员,2024-02-01 11:08:08.002652,2024-02-01 11:30:32.002652,approve,1344000
PI-000781,goods_receipt,PI-000781|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0003320,EMP-0066,仓储专员,2024-02-01 12:52:02.064841,2024-02-01 16:52:02.064841,approve,14400000
PI-000782,invoice_verification,PI-000782|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0003321,EMP-0079,财务专员,2024-02-04 21:29:47.629329,2024-02-04 21:41:20.629329,approve,693000
